collision_id,vehicle_id,person_id,year,month,day,hour,day_of_week,crash_time,zip_code,latitude,longitude,num_injured,num_killed,num_casualty,vehicle_type,vehicle_year,driver_license_status,driver_license_jurisdiction,person_type,person_role,person_age,person_sex,person_eje,person_safe_equip
4380782,19821940,11537242,2021,1,1,6,星期五,06:45:00,10017,40.752377,-73.97035,0,0,0,Station Wagon/Sport Utility Vehicle,2018,Licensed,NY,Occupant,Driver,33,M,Not Ejected,Lap Belt
4380782,19821939,11537240,2021,1,1,6,星期五,06:45:00,10017,40.752377,-73.97035,0,0,0,Station Wagon/Sport Utility Vehicle,2012,Licensed,NY,Occupant,Driver,28,F,Not Ejected,Lap Belt
4381200,19823402,11539709,2021,1,1,9,星期五,09:58:00,10027,40.80805,-73.95272,0,0,0,Station Wagon/Sport Utility Vehicle,2015,Licensed,NJ,Occupant,Driver,39,M,Not Ejected,NA
4381139,19823390,11539687,2021,1,1,16,星期五,16:25:00,10018,40.759514,-73.99926,0,0,0,Sedan,2009,Licensed,NY,Occupant,Driver,27,M,Not Ejected,NA
4381244,19823364,11539652,2021,1,1,16,星期五,16:40:00,10034,40.864403,-73.923775,0,0,0,Station Wagon/Sport Utility Vehicle,2016,Licensed,NY,Occupant,Driver,29,M,Not Ejected,Lap Belt & Harness
4381374,19824043,11540814,2021,1,1,17,星期五,17:25:00,10019,40.766277,-73.97769,1,0,1,Sedan,2012,Licensed,NY,Occupant,Driver,20,M,Not Ejected,Lap Belt & Harness
4381374,19824044,11540816,2021,1,1,17,星期五,17:25:00,10019,40.766277,-73.97769,1,0,1,Taxi,2016,Licensed,NY,Occupant,Driver,57,M,Not Ejected,Lap Belt & Harness
4381374,19824043,11540817,2021,1,1,17,星期五,17:25:00,10019,40.766277,-73.97769,1,0,1,Sedan,2012,Licensed,NY,Occupant,Passenger,18,M,Not Ejected,Lap Belt & Harness
4381203,NA,11539645,2021,1,1,18,星期五,18:40:00,10024,40.78766,-73.97707,1,0,1,NA,NA,NA,NA,Pedestrian,Pedestrian,58,F,NA,NA
4381203,19823362,11539644,2021,1,1,18,星期五,18:40:00,10024,40.78766,-73.97707,1,0,1,Sedan,2013,Licensed,NY,Occupant,Driver,31,M,Not Ejected,Lap Belt & Harness
4381297,19823394,11539693,2021,1,1,19,星期五,19:55:00,10021,NA,NA,1,0,1,Sedan,2008,Licensed,NY,Occupant,Driver,20,M,Not Ejected,NA
4381107,19823405,11539716,2021,1,1,19,星期五,19:50:00,10032,40.83016,-73.94167,1,0,1,Taxi,2015,Licensed,NY,Occupant,Driver,55,M,Not Ejected,Lap Belt
4381107,19823405,11539714,2021,1,1,19,星期五,19:50:00,10032,40.83016,-73.94167,1,0,1,Taxi,2015,Licensed,NY,Occupant,Passenger,35,F,Not Ejected,Lap Belt
4381107,19823404,11539712,2021,1,1,19,星期五,19:50:00,10032,40.83016,-73.94167,1,0,1,Sedan,2018,Licensed,NY,Occupant,Driver,76,M,Not Ejected,Lap Belt & Harness
4381107,19823405,11539713,2021,1,1,19,星期五,19:50:00,10032,40.83016,-73.94167,1,0,1,Taxi,2015,Licensed,NY,Occupant,Passenger,8,F,Not Ejected,Lap Belt
4381296,19823360,11539642,2021,1,1,19,星期五,19:49:00,10065,40.760857,-73.961075,1,0,1,Bike,NA,NA,NA,Bicyclist,Driver,36,M,Ejected,NA
4381493,19824023,11540766,2021,1,1,20,星期五,20:20:00,10007,40.71523,-74.01334,1,0,1,Sedan,2021,Licensed,IN,Occupant,Driver,37,M,Not Ejected,Harness
4381582,19824003,11540732,2021,1,1,20,星期五,20:35:00,10038,40.71097,-74.00365,0,0,0,Station Wagon/Sport Utility Vehicle,2016,Licensed,NY,Occupant,Driver,21,M,Not Ejected,Lap Belt & Harness
4381181,19823457,11539804,2021,1,1,21,星期五,21:06:00,10027,40.81404,-73.95687,0,0,0,Sedan,2015,Licensed,NY,Occupant,Driver,32,M,Not Ejected,Lap Belt
4381044,19823355,11539636,2021,1,1,22,星期五,22:20:00,10002,40.71983,-73.98755,0,0,0,Station Wagon/Sport Utility Vehicle,2019,Licensed,NY,Occupant,Driver,39,M,Not Ejected,Lap Belt & Harness
4381222,19823540,11539951,2021,1,1,23,星期五,23:05:00,10035,40.80142,-73.93446,1,0,1,Bike,NA,NA,NA,Bicyclist,Driver,17,M,Not Ejected,None
4381222,19823541,11539953,2021,1,1,23,星期五,23:05:00,10035,40.80142,-73.93446,1,0,1,Sedan,2015,Licensed,NY,Occupant,Driver,25,M,Not Ejected,Lap Belt & Harness
4381369,19824057,11540846,2021,1,2,10,星期六,10:35:00,10036,40.761517,-73.990395,2,0,2,Taxi,2019,Licensed,NY,Occupant,Driver,76,M,Not Ejected,Lap Belt & Harness
4381369,19824056,11540843,2021,1,2,10,星期六,10:35:00,10036,40.761517,-73.990395,2,0,2,Station Wagon/Sport Utility Vehicle,2019,Licensed,NY,Occupant,Driver,40,M,Not Ejected,Lap Belt & Harness
4381305,19823536,11539942,2021,1,2,11,星期六,11:40:00,10028,40.776875,-73.94938,0,0,0,Sedan,2018,Licensed,NY,Occupant,Driver,31,M,Not Ejected,NA
4381142,19823498,11539867,2021,1,2,11,星期六,11:37:00,10001,40.752834,-74.004715,0,0,0,Sedan,2021,Licensed,NY,Occupant,Driver,41,M,Not Ejected,Lap Belt
4381046,NA,NA,2021,1,2,13,星期六,13:45:00,10002,40.713634,-73.98707,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4381209,19823596,11540057,2021,1,2,13,星期六,13:40:00,10035,40.801807,-73.93424,0,0,0,Sedan,2019,Licensed,NY,Occupant,Driver,43,M,Not Ejected,Lap Belt & Harness
4381986,NA,11542829,2021,1,2,15,星期六,15:00:00,10128,40.785866,-73.950935,0,0,0,NA,NA,NA,NA,Pedestrian,Pedestrian,62,F,NA,NA
4381603,NA,NA,2021,1,2,16,星期六,16:36:00,10021,40.768486,-73.955505,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4382683,19826613,11545289,2021,1,2,16,星期六,16:00:00,10009,40.726257,-73.983406,1,0,1,E-Scooter,NA,Licensed,NY,Bicyclist,Driver,56,M,Ejected,None
4382683,19826612,11545290,2021,1,2,16,星期六,16:00:00,10009,40.726257,-73.983406,1,0,1,Taxi,2017,Licensed,NY,Occupant,Passenger,22,F,Not Ejected,Lap Belt
4382683,19826612,11545288,2021,1,2,16,星期六,16:00:00,10009,40.726257,-73.983406,1,0,1,Taxi,2017,Licensed,NY,Occupant,Driver,64,M,Not Ejected,Lap Belt
4381111,19823508,11539891,2021,1,2,17,星期六,17:19:00,10031,40.82326,-73.95277,3,0,3,Taxi,2019,Licensed,NY,Occupant,Driver,29,M,Not Ejected,Lap Belt & Harness
4381111,19823507,11539892,2021,1,2,17,星期六,17:19:00,10031,40.82326,-73.95277,3,0,3,Taxi,2015,Licensed,NY,Occupant,Passenger,47,F,Not Ejected,Lap Belt & Harness
4381111,19823507,11539889,2021,1,2,17,星期六,17:19:00,10031,40.82326,-73.95277,3,0,3,Taxi,2015,Licensed,NY,Occupant,Driver,63,M,Not Ejected,Lap Belt & Harness
4381111,19823507,11539893,2021,1,2,17,星期六,17:19:00,10031,40.82326,-73.95277,3,0,3,Taxi,2015,Licensed,NY,Occupant,Passenger,69,F,Not Ejected,Lap Belt & Harness
4381024,19823097,11539191,2021,1,2,18,星期六,18:37:00,10013,40.723118,-74.00624,0,0,0,Sedan,2009,Licensed,NJ,Occupant,Driver,59,M,Not Ejected,Lap Belt
4381024,19823095,11539195,2021,1,2,18,星期六,18:37:00,10013,40.723118,-74.00624,0,0,0,Sedan,2017,Licensed,NY,Occupant,Driver,34,M,Not Ejected,Lap Belt
4381024,19823096,11539193,2021,1,2,18,星期六,18:37:00,10013,40.723118,-74.00624,0,0,0,Sedan,2017,Licensed,NY,Occupant,Driver,40,M,Not Ejected,Lap Belt
4381196,19824558,11541725,2021,1,2,18,星期六,18:15:00,10024,40.785732,-73.97645,1,0,1,Sedan,2018,Licensed,NY,Occupant,Driver,35,M,Not Ejected,Lap Belt & Harness
4381196,19824558,11541727,2021,1,2,18,星期六,18:15:00,10024,40.785732,-73.97645,1,0,1,Sedan,2018,Licensed,NY,Occupant,Passenger,27,F,Not Ejected,Lap Belt & Harness
4381196,19824559,11541726,2021,1,2,18,星期六,18:15:00,10024,40.785732,-73.97645,1,0,1,Bike,NA,NA,NA,Bicyclist,Driver,35,M,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
4382079,19825247,11542921,2021,1,2,20,星期六,20:45:00,10036,40.75802,-73.98574,0,0,0,Station Wagon/Sport Utility Vehicle,2013,Licensed,NJ,Occupant,Driver,19,M,Not Ejected,NA
4382079,19825248,11542923,2021,1,2,20,星期六,20:45:00,10036,40.75802,-73.98574,0,0,0,Sedan,NA,Licensed,NJ,Occupant,Driver,34,M,Not Ejected,NA
4382079,19825247,11542924,2021,1,2,20,星期六,20:45:00,10036,40.75802,-73.98574,0,0,0,Station Wagon/Sport Utility Vehicle,2013,Licensed,NJ,Occupant,Passenger,34,F,Not Ejected,NA
4381574,19824024,11540769,2021,1,2,20,星期六,20:19:00,10002,40.718143,-73.993835,0,0,0,Sedan,2013,Licensed,NY,Occupant,Driver,56,M,Not Ejected,Lap Belt & Harness
4381574,19824024,11540772,2021,1,2,20,星期六,20:19:00,10002,40.718143,-73.993835,0,0,0,Sedan,2013,Licensed,NY,Occupant,Passenger,10,M,Not Ejected,Lap Belt & Harness
4381574,19824025,11540771,2021,1,2,20,星期六,20:19:00,10002,40.718143,-73.993835,0,0,0,Bike,NA,NA,NA,Bicyclist,Driver,35,F,Ejected,Helmet Only (In-Line Skater/Bicyclist)
4381574,19824024,11540773,2021,1,2,20,星期六,20:19:00,10002,40.718143,-73.993835,0,0,0,Sedan,2013,Licensed,NY,Occupant,Passenger,35,F,Not Ejected,Lap Belt & Harness
4381045,19823444,11539783,2021,1,2,21,星期六,21:26:00,10002,40.71518,-73.99089,0,0,0,4 dr sedan,2019,Licensed,NY,Occupant,Driver,79,M,Not Ejected,Lap Belt & Harness
4491707,20138214,12080239,2021,1,2,21,星期六,21:30:00,10036,40.755913,-73.98669,0,0,0,Box Truck,2016,Licensed,VA,Occupant,Driver,25,M,Not Ejected,Lap Belt & Harness
4381291,19823662,11540176,2021,1,3,5,星期日,05:45:00,10021,40.77039,-73.954124,0,0,0,Station Wagon/Sport Utility Vehicle,2018,Licensed,NY,Occupant,Driver,62,M,Not Ejected,NA
4381604,19824195,11541093,2021,1,3,7,星期日,07:05:00,10021,40.767803,-73.95601,0,0,0,Taxi,2014,Licensed,NY,Occupant,Driver,52,M,Not Ejected,NA
4381604,19824194,11541091,2021,1,3,7,星期日,07:05:00,10021,40.767803,-73.95601,0,0,0,Station Wagon/Sport Utility Vehicle,2018,Licensed,NY,Occupant,Driver,56,M,Not Ejected,NA
4381211,19823634,11540122,2021,1,3,10,星期日,10:00:00,10035,40.798138,-73.9384,0,0,0,Station Wagon/Sport Utility Vehicle,2020,Licensed,NY,Occupant,Driver,48,M,Not Ejected,None
4381292,19823748,11540308,2021,1,3,10,星期日,10:50:00,10065,40.76311,-73.962524,1,0,1,Pick-up Truck,2005,Licensed,NJ,Occupant,Driver,45,M,Not Ejected,NA
4381292,19823747,11540309,2021,1,3,10,星期日,10:50:00,10065,40.76311,-73.962524,1,0,1,Taxi,2015,Licensed,NY,Occupant,Passenger,29,F,Not Ejected,NA
4381292,19823747,11540306,2021,1,3,10,星期日,10:50:00,10065,40.76311,-73.962524,1,0,1,Taxi,2015,Licensed,NY,Occupant,Driver,40,M,Not Ejected,NA
4381375,19824067,11540868,2021,1,3,12,星期日,12:20:00,10019,40.76432,-73.9772,0,0,0,Station Wagon/Sport Utility Vehicle,2019,Licensed,NY,Occupant,Driver,44,M,Not Ejected,Lap Belt & Harness
4381362,19824051,11540834,2021,1,3,13,星期日,13:30:00,10007,40.713135,-74.00407,0,0,0,Station Wagon/Sport Utility Vehicle,2020,Licensed,NY,Occupant,Driver,39,M,Not Ejected,Lap Belt & Harness
4381362,19824053,11540835,2021,1,3,13,星期日,13:30:00,10007,40.713135,-74.00407,0,0,0,Sedan,2009,Licensed,CT,Occupant,Driver,19,M,Not Ejected,Lap Belt & Harness
4381362,19824052,11540838,2021,1,3,13,星期日,13:30:00,10007,40.713135,-74.00407,0,0,0,Sedan,2019,Licensed,NY,Occupant,Driver,28,M,Not Ejected,Lap Belt & Harness
4381411,NA,11540779,2021,1,3,17,星期日,17:17:00,10039,40.82982,-73.9368,1,0,1,NA,NA,NA,NA,Pedestrian,Pedestrian,72,F,NA,NA
4381411,19824028,11540778,2021,1,3,17,星期日,17:17:00,10039,40.82982,-73.9368,1,0,1,Sedan,NA,NA,NA,Occupant,Passenger,25,M,Not Ejected,NA
4381212,19824055,11540840,2021,1,3,17,星期日,17:30:00,10002,40.71598,-73.983734,0,0,0,Van,2020,Licensed,NJ,Occupant,Driver,28,M,Not Ejected,Lap Belt & Harness
4381313,19823577,11540022,2021,1,3,17,星期日,17:10:00,10001,40.743916,-73.98788,1,0,1,Station Wagon/Sport Utility Vehicle,2015,Licensed,NY,Occupant,Driver,44,M,Not Ejected,NA
4381313,19823578,11540024,2021,1,3,17,星期日,17:10:00,10001,40.743916,-73.98788,1,0,1,Bike,NA,Licensed,NY,Bicyclist,Driver,30,M,Not Ejected,None
4382676,19826615,11545296,2021,1,3,18,星期日,18:55:00,10002,40.719933,-73.97876,1,0,1,Station Wagon/Sport Utility Vehicle,2021,Licensed,PA,Occupant,Passenger,51,F,Not Ejected,Lap Belt
4382676,19826615,11545294,2021,1,3,18,星期日,18:55:00,10002,40.719933,-73.97876,1,0,1,Station Wagon/Sport Utility Vehicle,2021,Licensed,PA,Occupant,Driver,33,F,Not Ejected,Lap Belt
4382676,NA,11545295,2021,1,3,18,星期日,18:55:00,10002,40.719933,-73.97876,1,0,1,NA,NA,NA,NA,Pedestrian,Pedestrian,17,F,NA,NA
4381257,19823510,11539896,2021,1,3,19,星期日,19:25:00,10034,40.86369,-73.91707,0,0,0,Sedan,2011,Licensed,NY,Occupant,Passenger,19,M,Not Ejected,NA
4381257,19823510,11539895,2021,1,3,19,星期日,19:25:00,10034,40.86369,-73.91707,0,0,0,Sedan,2011,Licensed,NY,Occupant,Driver,19,M,Not Ejected,NA
4492011,20138682,12081092,2021,1,4,8,星期一,08:08:00,10065,40.762486,-73.96298,0,0,0,Station Wagon/Sport Utility Vehicle,2018,Licensed,NY,Occupant,Driver,31,M,Not Ejected,None
4381820,NA,NA,2021,1,4,9,星期一,09:26:00,10065,40.764618,-73.96025,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4381415,19824090,11540905,2021,1,4,9,星期一,09:30:00,10019,40.76269,-73.98581,0,0,0,Box Truck,2017,Licensed,NJ,Occupant,Driver,64,M,Not Ejected,Lap Belt & Harness
4381415,19824089,11540903,2021,1,4,9,星期一,09:30:00,10019,40.76269,-73.98581,0,0,0,NA,2019,Licensed,NY,Occupant,Driver,32,M,Not Ejected,Lap Belt & Harness
4381452,19824196,11541095,2021,1,4,9,星期一,09:56:00,10029,40.797943,-73.94003,0,0,0,Sedan,2007,Licensed,NY,Occupant,Driver,85,M,Not Ejected,Lap Belt & Harness
4381452,19824197,11541097,2021,1,4,9,星期一,09:56:00,10029,40.797943,-73.94003,0,0,0,Garbage or Refuse,2019,Licensed,NY,Occupant,Driver,45,M,Not Ejected,Lap Belt & Harness
4381416,19824119,11540960,2021,1,4,10,星期一,10:00:00,10022,40.763103,-73.97179,0,0,0,Station Wagon/Sport Utility Vehicle,2019,Licensed,NY,Occupant,Driver,18,M,Not Ejected,Lap Belt
4381416,19824118,11540958,2021,1,4,10,星期一,10:00:00,10022,40.763103,-73.97179,0,0,0,Taxi,2014,Licensed,NY,Occupant,Driver,54,M,Not Ejected,Lap Belt
4381525,19824116,11540956,2021,1,4,11,星期一,11:15:00,10011,40.742283,-74.004425,0,0,0,Sedan,2010,Licensed,NY,Occupant,Driver,38,M,Not Ejected,NA
4381613,19824567,11541743,2021,1,4,11,星期一,11:16:00,10032,40.842472,-73.93551,0,0,0,Sedan,2015,Licensed,NY,Occupant,Driver,21,M,Not Ejected,Harness
4381918,19825195,11542827,2021,1,4,14,星期一,14:10:00,10011,40.73865,-73.99395,0,0,0,Station Wagon/Sport Utility Vehicle,2019,Licensed,CT,Occupant,Driver,30,M,Not Ejected,Lap Belt & Harness
4381918,19825194,11542825,2021,1,4,14,星期一,14:10:00,10011,40.73865,-73.99395,0,0,0,Station Wagon/Sport Utility Vehicle,2018,Licensed,NY,Occupant,Driver,34,M,Not Ejected,Lap Belt & Harness
4381632,19824607,11541814,2021,1,4,14,星期一,14:04:00,10032,40.83469,-73.949005,0,0,0,Sedan,2012,Licensed,NJ,Occupant,Driver,67,F,Not Ejected,NA
4382327,19831521,11553832,2021,1,4,15,星期一,15:05:00,10026,40.80153,-73.95256,1,0,1,Bike,NA,Licensed,NA,Bicyclist,Driver,32,M,Not Ejected,None
4382327,19831520,11553831,2021,1,4,15,星期一,15:05:00,10026,40.80153,-73.95256,1,0,1,Sedan,2004,Licensed,NY,Occupant,Driver,41,F,Not Ejected,Lap Belt
4381629,19824588,11541779,2021,1,4,15,星期一,15:15:00,10033,40.844624,-73.93536,2,0,2,Sedan,2017,Licensed,NY,Occupant,Driver,33,M,Not Ejected,Lap Belt
4381629,19824588,11541776,2021,1,4,15,星期一,15:15:00,10033,40.844624,-73.93536,2,0,2,Sedan,2017,Licensed,NY,Occupant,Passenger,35,M,Not Ejected,None
4381629,19824589,11541775,2021,1,4,15,星期一,15:15:00,10033,40.844624,-73.93536,2,0,2,Taxi,2019,Licensed,NY,Occupant,Driver,35,M,Not Ejected,Lap Belt
4381629,19824588,11541777,2021,1,4,15,星期一,15:15:00,10033,40.844624,-73.93536,2,0,2,Sedan,2017,Licensed,NY,Occupant,Passenger,37,M,Not Ejected,Lap Belt
4382154,NA,NA,2021,1,4,16,星期一,16:30:00,10031,40.824467,-73.948166,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4381563,19824352,11541366,2021,1,4,17,星期一,17:47:00,10021,40.76613,-73.95607,0,0,0,4 dr sedan,2013,Licensed,NY,Occupant,Driver,45,F,Not Ejected,NA
4382867,NA,NA,2021,1,4,18,星期一,18:40:00,10033,40.845257,-73.93871,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4381542,19824087,11540899,2021,1,4,18,星期一,18:44:00,10022,40.76093,-73.96914,1,0,1,Sedan,2010,Unlicensed,NY,Occupant,Driver,27,M,Not Ejected,Lap Belt
4381542,19824088,11540901,2021,1,4,18,星期一,18:44:00,10022,40.76093,-73.96914,1,0,1,E-Bike,NA,NA,NA,Bicyclist,Driver,29,M,Not Ejected,None
4381895,NA,NA,2021,1,4,23,星期一,23:30:00,10032,40.838497,-73.939835,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4381954,19825176,11542790,2021,1,5,0,星期二,00:00:00,10026,40.80101,-73.947266,0,0,0,Sedan,2013,Licensed,NY,Occupant,Driver,47,M,Not Ejected,NA
4381954,19825177,11542792,2021,1,5,0,星期二,00:00:00,10026,40.80101,-73.947266,0,0,0,Sedan,2005,Unlicensed,NA,Occupant,Driver,47,M,Not Ejected,None
4381674,19824609,11541816,2021,1,5,7,星期二,07:18:00,10040,40.8531,-73.92915,0,0,0,Sedan,2006,Licensed,NY,Occupant,Driver,28,F,Not Ejected,NA
4381665,19824628,11541845,2021,1,5,9,星期二,09:49:00,10022,NA,NA,0,0,0,Bike,NA,Licensed,NY,Bicyclist,Driver,19,M,Not Ejected,NA
4381665,19824627,11541844,2021,1,5,9,星期二,09:49:00,10022,NA,NA,0,0,0,Box Truck,2000,Licensed,NY,Occupant,Driver,20,M,Not Ejected,NA
4381709,19824699,11541973,2021,1,5,12,星期二,12:49:00,10035,40.80427,-73.94177,1,0,1,Sedan,2007,Licensed,CA,Occupant,Passenger,22,F,Not Ejected,Lap Belt & Harness
4381709,19824699,11541971,2021,1,5,12,星期二,12:49:00,10035,40.80427,-73.94177,1,0,1,Sedan,2007,Licensed,CA,Occupant,Driver,24,M,Not Ejected,Lap Belt & Harness
4381709,19824700,11541972,2021,1,5,12,星期二,12:49:00,10035,40.80427,-73.94177,1,0,1,Bike,NA,NA,NA,Bicyclist,Driver,42,M,Not Ejected,None
4381712,19824584,11541767,2021,1,5,13,星期二,13:10:00,10006,40.70677,-74.01586,0,0,0,PK,2010,Licensed,NY,Occupant,Driver,39,M,Not Ejected,None
4383558,19828919,11549375,2021,1,5,14,星期二,14:39:00,10029,40.793396,-73.94043,2,0,2,Sedan,2020,Licensed,NY,Occupant,Passenger,25,M,Not Ejected,Lap Belt & Harness
4383558,19828918,11549374,2021,1,5,14,星期二,14:39:00,10029,40.793396,-73.94043,2,0,2,Bus,2007,Licensed,NY,Occupant,Driver,56,M,Not Ejected,Lap Belt & Harness
4383558,19828919,11549377,2021,1,5,14,星期二,14:39:00,10029,40.793396,-73.94043,2,0,2,Sedan,2020,Licensed,NY,Occupant,Driver,28,F,Not Ejected,Child Restraint Only
4381747,19824585,11541769,2021,1,5,15,星期二,15:36:00,10025,40.797367,-73.96053,1,0,1,Sedan,2020,Licensed,NY,Occupant,Driver,19,F,Not Ejected,Lap Belt & Harness
4381747,19824586,11541771,2021,1,5,15,星期二,15:36:00,10025,40.797367,-73.96053,1,0,1,Bike,NA,NA,NA,Bicyclist,Driver,42,M,Ejected,None
4381913,NA,NA,2021,1,5,15,星期二,15:54:00,10037,40.80915,-73.93606,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4381738,19824646,11541874,2021,1,5,15,星期二,15:25:00,10016,40.743782,-73.97352,0,0,0,Sedan,2015,Licensed,NY,Occupant,Driver,NA,M,Not Ejected,Lap Belt & Harness
4381738,19824647,11541875,2021,1,5,15,星期二,15:25:00,10016,40.743782,-73.97352,0,0,0,Station Wagon/Sport Utility Vehicle,2006,Licensed,NY,Occupant,Passenger,38,M,Not Ejected,NA
4381738,19824647,11541877,2021,1,5,15,星期二,15:25:00,10016,40.743782,-73.97352,0,0,0,Station Wagon/Sport Utility Vehicle,2006,Licensed,NY,Occupant,Driver,74,F,Not Ejected,Lap Belt
4382966,19827161,11546259,2021,1,5,17,星期二,17:42:00,10022,40.761234,-73.96389,0,0,0,Station Wagon/Sport Utility Vehicle,2002,Licensed,NY,Occupant,Driver,66,M,Not Ejected,NA
4381893,19825219,11542868,2021,1,5,17,星期二,17:10:00,10032,40.84123,-73.940155,0,0,0,EMS,NA,Licensed,NY,Occupant,Passenger,25,M,Not Ejected,NA
4381893,19825218,11542873,2021,1,5,17,星期二,17:10:00,10032,40.84123,-73.940155,0,0,0,Ambulance,2007,Licensed,NY,Occupant,Passenger,26,M,Not Ejected,NA
4381893,19825218,11542871,2021,1,5,17,星期二,17:10:00,10032,40.84123,-73.940155,0,0,0,Ambulance,2007,Licensed,NY,Occupant,Passenger,21,M,Not Ejected,NA
4381893,19825219,11542870,2021,1,5,17,星期二,17:10:00,10032,40.84123,-73.940155,0,0,0,EMS,NA,Licensed,NY,Occupant,Driver,24,M,Not Ejected,NA
4381893,19825218,11542872,2021,1,5,17,星期二,17:10:00,10032,40.84123,-73.940155,0,0,0,Ambulance,2007,Licensed,NY,Occupant,Passenger,17,M,Not Ejected,NA
